a0,a1,a2,a3,a4,a5,a6,a7,a8,a9,a10,a11,a12,a13,a14,a15,a16,a17,a18,a19,a20,a21,a22,a23,a24,a25,a26,a27,a28,a29,a30,a31,a32,a33,a34,a35,a36,a37,a38,a39,a40,a41,a42,a43,a44,a45,a46,a47,a48,a49,a50,a51,a52,a53,a54,a55,a56,a57,a58,a59,a60,a61,a62,a63,a64,a65,a66,a67,a68,a69,a70,a71,a72,a73,a74,a75,a76,a77,a78,a79,
8.094729,8.792383,8.828089,9.221168,9.342021,9.872738,9.581286,9.631642,9.494613,9.714652,9.233985,8.779870,8.528397,8.093204,7.703787,7.504501,6.445814,5.888241,5.678274,4.479507,3.632923,2.825709,2.083499,1.396222,0.579852,0.075991,-0.861538,-2.064272,-2.415235,-3.751030,-4.035768,-4.771569,-5.833918,-6.158635,-7.169713,-7.403180,-8.190863,-8.521378,-8.793298,-9.113437,-9.230018,-9.592578,-9.899594,-9.817804,-9.442427,-9.416486,-9.157689,-8.994720,-8.575396,-8.393200,-7.791375,-7.207251,-6.717734,-6.361278,-5.364544,-4.852138,-4.039735,-3.236793,-2.198553,-1.336711,-0.374767,-0.084231,1.339763,1.796014,2.680746,3.229469,4.351024,4.991913,5.556200,6.535234,6.872768,7.745903,8.099612,8.451796,8.972137,9.183935,9.584643,9.607227,9.424726,9.856563,
8.279061,8.417920,8.813746,9.274270,9.324320,9.721976,9.489731,9.678030,9.652394,9.512314,9.113742,9.205603,8.510697,8.269601,7.530747,7.582324,6.637471,5.887631,5.331584,4.541154,3.734855,3.262734,2.376476,1.242103,0.482803,-0.184942,-1.121860,-1.846065,-2.690512,-3.516648,-4.384594,-5.099033,-5.553758,-6.355174,-6.838893,-7.534715,-7.909177,-8.295236,-9.112827,-9.343852,-9.595630,-9.585864,-9.569384,-9.765923,-9.440901,-9.544359,-9.413739,-9.203467,-8.826868,-8.449965,-7.892087,-7.383343,-6.658223,-5.774712,-5.423444,-4.669637,-4.010437,-2.901395,-2.186346,-1.329386,-0.444044,0.404981,0.796838,1.727042,2.737815,3.416547,4.554277,5.334330,5.495773,6.490371,7.186804,7.464522,7.836848,8.384045,8.891568,9.423200,9.193091,9.573046,9.746391,9.526353,
8.332469,8.208563,8.689230,9.403363,9.540086,9.583117,9.920042,9.784234,9.853206,9.410993,9.496139,9.003571,8.635212,8.143559,7.593921,7.460555,6.797693,5.772576,5.656301,4.903409,4.091922,3.367107,2.068850,1.384320,0.714133,0.018921,-0.826746,-1.646168,-2.757958,-3.464156,-4.013184,-4.808191,-5.565966,-6.466262,-7.093112,-7.627796,-8.292184,-8.323008,-8.824732,-9.434187,-9.370098,-9.883724,-9.430830,-9.722282,-9.768670,-9.723807,-9.097568,-9.080477,-8.715781,-8.566851,-7.596973,-7.294839,-6.649373,-5.765557,-5.460372,-4.521012,-3.674429,-3.198645,-2.038331,-1.543931,-0.708029,0.159001,1.321146,2.172918,3.003021,3.427229,4.246040,5.231483,5.807367,6.117740,7.018036,7.332682,8.324229,8.772240,8.624531,9.378643,9.487289,9.479965,9.949034,9.538560,
8.303476,8.710593,8.933378,9.016388,9.235511,9.714042,9.518723,9.755852,9.650258,9.646596,9.393292,8.981597,8.747215,8.571429,7.745293,7.528916,6.526383,6.236457,5.491806,4.491714,3.594470,3.261818,2.011170,1.614734,0.865200,-0.392773,-1.215247,-1.701407,-2.638630,-3.735160,-4.278695,-5.284280,-5.743583,-6.176641,-6.757103,-7.363506,-8.029725,-8.542131,-8.698996,-8.930326,-9.148534,-9.808039,-9.400311,-9.692068,-9.939879,-9.218726,-9.199805,-9.312113,-8.414563,-8.132267,-7.820673,-7.553636,-6.786096,-6.255989,-5.091098,-4.415418,-4.037599,-2.816248,-2.373119,-1.680044,-0.399182,0.266427,0.864284,2.021241,2.779321,3.644215,4.397107,5.015107,5.966369,6.185492,7.079379,7.553636,7.918943,8.638569,9.024628,9.130833,9.492782,9.645070,9.701224,9.631031,
7.947630,8.353526,9.177831,9.462569,9.630421,9.848018,9.703055,9.483627,9.539171,9.424421,9.107639,9.076510,8.905301,8.572039,7.944884,7.249672,6.404309,6.229743,5.305033,4.549394,3.782159,2.920621,2.300180,1.586962,0.345775,-0.155339,-0.962859,-2.143925,-2.667318,-3.532823,-4.553667,-4.865871,-5.504929,-6.539811,-7.153844,-7.330241,-7.886898,-8.662984,-8.984344,-8.942228,-9.631947,-9.560533,-9.754631,-9.802240,-9.706717,-9.578845,-9.250771,-8.961760,-8.764611,-8.127995,-7.700125,-7.505112,-6.763817,-5.966063,-5.135350,-4.349803,-3.738517,-3.346660,-2.294076,-1.182897,-0.711386,0.505387,1.312601,2.159185,2.576678,3.832514,4.231697,4.857631,5.922422,6.638386,6.956389,7.517319,8.021790,8.673666,8.936430,9.390545,9.347514,9.448531,9.680166,9.514756,
8.300424,8.323618,9.181188,9.308451,9.494308,9.870602,9.637135,9.618824,9.534898,9.395123,9.406110,9.029206,8.554643,8.404187,8.037355,7.033906,6.568804,6.035340,5.165563,4.510941,3.820002,2.843715,2.054506,1.489303,0.559099,-0.385144,-1.203345,-1.726737,-2.516251,-3.445845,-4.251839,-4.766991,-5.836665,-6.301157,-6.928007,-7.749870,-7.929319,-8.695639,-9.033479,-9.068880,-9.454329,-9.547105,-9.555040,-9.624928,-9.883724,-9.765618,-9.347819,-8.994720,-8.501541,-8.053224,-7.819758,-7.553331,-6.702780,-5.940733,-5.440840,-4.836573,-4.071474,-3.212378,-2.014527,-1.568957,-0.827662,0.017090,1.060518,1.945250,2.685629,3.814508,4.600360,4.849086,5.875118,6.672262,7.279580,7.673269,8.052004,8.314158,9.169897,9.172338,9.475997,9.809565,9.548021,9.548631,
7.853328,8.439894,8.605609,9.212622,9.721366,9.291971,9.606311,9.848323,9.544969,9.328898,9.497055,9.060640,8.702048,8.438978,7.525864,7.114780,6.487625,6.143986,5.120701,4.478286,3.871578,2.932524,2.188787,1.520737,0.476394,-0.302133,-0.956145,-1.948302,-2.620930,-3.574938,-4.253365,-4.805139,-5.919980,-6.623432,-7.071749,-7.802667,-8.348033,-8.272958,-8.726768,-9.124424,-9.604785,-9.705191,-9.872738,-9.902341,-9.573962,-9.676809,-9.179052,-9.202551,-8.680990,-8.249153,-8.035829,-7.284463,-6.773888,-5.872677,-5.109409,-4.427931,-3.812372,-2.991424,-2.482986,-1.550340,-0.543229,0.381176,1.386761,1.687674,2.952055,3.545335,4.157842,5.071261,6.048158,6.608783,7.102268,7.806635,8.221992,8.816187,8.674886,9.470199,9.165929,9.660939,9.525132,9.614856,
8.328806,8.428907,9.190649,8.999298,9.505295,9.725028,9.593188,9.569994,9.745170,9.390851,9.203467,8.745079,8.692587,8.037355,7.747429,7.024445,6.534013,6.128422,5.570849,4.694357,3.676260,3.164464,2.189703,1.366008,0.612812,-0.157476,-0.950346,-2.178106,-2.604450,-3.457137,-4.128849,-5.123142,-5.755181,-6.212653,-6.949065,-7.351909,-7.884457,-8.377941,-8.698996,-9.061861,-9.455245,-9.426252,-9.813837,-9.473556,-9.393292,-9.471725,-9.448225,-8.729820,-8.701132,-8.024842,-7.702261,-7.193518,-6.823939,-5.829646,-5.121006,-4.439528,-3.644215,-2.941374,-2.006897,-1.159398,-0.491348,0.291452,0.828883,2.117069,2.553179,3.787347,4.535356,5.072176,5.865047,6.171758,7.273171,7.713858,8.112735,8.531449,9.116489,9.132054,9.340495,9.624012,9.566027,9.793695,
7.855159,8.599200,9.128697,8.935820,9.714957,9.558092,9.651173,9.766839,9.755852,9.616382,9.338359,8.886990,8.382519,8.023316,8.048952,7.467269,6.562700,5.918760,5.243690,4.419691,4.122135,3.067721,2.289804,1.470382,0.401318,-0.556963,-0.849330,-1.981567,-2.702719,-3.790094,-4.165471,-4.917447,-5.786309,-6.641743,-6.921598,-7.469100,-8.254646,-8.265938,-8.762780,-9.498886,-9.383526,-9.881893,-9.743645,-9.397565,-9.895016,-9.495529,-9.100620,-8.997467,-8.930937,-7.982421,-7.695242,-7.408979,-6.599628,-6.176641,-5.559252,-4.676962,-3.981750,-2.924894,-2.479019,-1.674551,-0.568560,0.430616,0.959197,2.061220,2.772301,3.785211,4.117862,5.142369,5.523850,6.360057,7.213660,7.876522,8.248238,8.380383,8.650166,9.135716,9.336833,9.683828,9.733879,9.837947,
7.941832,8.717002,8.839686,9.205603,9.668264,9.430525,9.680166,9.482406,9.614246,9.385662,9.080172,9.194617,8.515580,8.359630,7.960753,7.396466,6.884365,5.877865,5.169836,4.405957,4.022034,2.997833,2.043519,1.314432,0.368358,0.013733,-1.276894,-1.643727,-2.789697,-3.358257,-4.390698,-5.360271,-5.927000,-6.276437,-6.773583,-7.358928,-8.376415,-8.392590,-8.734092,-9.242836,-9.199805,-9.749443,-9.713126,-9.879147,-9.395734,-9.604785,-9.147618,-8.828394,-8.531755,-8.141423,-7.637562,-7.016816,-6.573077,-6.304209,-5.236061,-4.560381,-3.995483,-2.935575,-2.402112,-1.345256,-0.758385,0.544145,1.358074,2.122562,2.573016,3.740654,4.417249,5.188757,5.772271,6.524247,7.090670,7.736137,8.071230,8.329722,8.896756,9.062777,9.677725,9.863887,9.976806,9.849544,
7.853633,8.681295,8.946501,9.384136,9.307840,9.307840,9.801630,9.495834,9.551988,9.298379,9.347514,8.955657,8.697470,8.222602,7.571642,7.087313,6.839808,6.276131,5.457625,4.571673,4.088565,3.010346,2.501907,1.289407,0.709250,-0.136723,-1.041292,-2.096927,-2.602313,-3.757744,-4.198737,-5.326090,-5.784783,-6.200446,-7.135838,-7.884152,-8.191778,-8.536637,-8.658712,-9.415265,-9.569994,-9.335917,-9.681997,-9.594409,-9.600208,-9.692984,-9.290750,-9.172338,-8.685873,-8.463088,-7.925047,-6.986908,-6.367077,-5.750603,-5.516831,-4.849391,-3.638722,-3.020722,-2.512589,-1.315653,-0.758385,0.117191,1.189917,1.750237,2.575457,3.689077,4.448378,4.810022,5.883053,6.240730,6.993011,7.570727,8.117618,8.664815,8.716697,8.974578,9.448836,9.701834,9.901120,9.752190,
7.986694,8.597980,8.849757,9.113132,9.575793,9.757378,9.533677,9.396954,9.768365,9.449751,9.574572,8.912015,8.370922,8.478042,7.905210,7.014069,6.375927,6.165654,5.068209,4.677572,3.709220,2.937101,2.386853,1.572314,0.462050,-0.429090,-0.960417,-1.842708,-2.565386,-3.320719,-4.374218,-4.916532,-6.086612,-6.539811,-7.311625,-7.891476,-8.294015,-8.325144,-9.034089,-9.177221,-9.242531,-9.302957,-9.745476,-9.814142,-9.825434,-9.614246,-9.348430,-8.831751,-8.618732,-8.177129,-7.550584,-7.097079,-6.779077,-5.928220,-5.146031,-4.568010,-3.870357,-3.209021,-2.407910,-1.351665,-0.802942,0.247810,1.378826,1.717277,3.029572,3.571581,4.104740,5.171972,5.827815,6.588031,7.305826,7.368084,7.991882,8.266854,8.786279,9.486068,9.672536,9.523911,9.747002,9.968566,
7.842036,8.255257,8.902554,9.376812,9.189428,9.621876,9.966124,9.460738,9.606616,9.504685,9.285257,8.934599,8.391064,8.153935,7.693411,7.323832,6.421094,5.856502,5.190588,4.401074,3.720511,3.062227,2.067324,1.600391,0.283212,-0.339671,-1.087374,-1.679128,-2.816248,-3.640248,-4.318369,-5.384686,-5.903195,-6.387524,-7.301859,-7.734306,-8.351085,-8.360240,-8.637654,-9.254128,-9.472335,-9.392987,-9.758293,-9.530625,-9.626453,-9.709159,-9.479965,-9.184851,-8.824732,-8.105716,-7.929319,-7.058016,-6.407666,-5.848262,-5.271157,-4.529252,-3.881954,-2.833338,-1.969665,-1.564074,-0.690329,0.123295,1.382488,1.794488,2.992035,3.313395,4.531083,4.881741,6.053041,6.619770,7.285989,7.502365,7.941221,8.286386,8.972137,9.442427,9.483627,9.319437,9.563890,9.693899,
8.203375,8.399609,8.985870,8.976104,9.214759,9.696036,9.934385,9.523606,9.727775,9.372539,9.069185,9.299600,8.400220,8.118534,7.953124,7.311319,6.858730,5.791498,5.415815,4.611347,3.783990,2.994476,2.133854,1.346782,0.422987,-0.524613,-0.934172,-2.224799,-2.830287,-3.496200,-4.073000,-4.861599,-5.874813,-6.730247,-6.829432,-7.401044,-7.931455,-8.341624,-8.949858,-9.461043,-9.444868,-9.553514,-9.559923,-9.581896,-9.621570,-9.530015,-9.210181,-8.712729,-8.893094,-8.188421,-7.723624,-7.038789,-6.676534,-6.245613,-5.468307,-4.861599,-3.720511,-2.856838,-2.189398,-1.135289,-0.605792,0.093997,1.367229,2.025513,2.500381,3.496200,4.300668,4.863735,6.055177,6.441237,7.236244,7.607654,8.031861,8.619343,8.705405,8.992584,9.504074,9.417402,9.585559,9.971313,
7.908261,8.409070,8.883633,9.403058,9.243141,9.799799,9.396039,9.656362,9.486679,9.283731,9.156163,8.961455,8.402051,8.152409,7.559130,7.294839,6.903897,6.020081,5.313578,4.444105,3.960692,2.945036,1.972716,1.394696,0.499893,-0.345470,-0.898465,-2.044130,-2.846156,-3.579821,-4.546037,-4.879299,-6.035340,-6.171453,-6.764122,-7.636952,-7.929930,-8.793603,-8.979461,-9.227577,-9.504074,-9.861751,-9.799493,-9.575488,-9.916684,-9.565111,-9.455245,-8.923002,-8.931547,-8.007447,-7.867977,-6.992096,-6.660054,-5.904111,-5.167089,-4.331492,-3.916135,-2.798242,-2.393262,-1.242103,-0.748009,0.549638,1.383709,2.202216,2.947783,3.633839,4.589679,4.833827,5.955077,6.683554,7.081515,7.853633,7.923521,8.581500,9.158300,9.064302,9.217200,9.359722,9.404279,9.567858,
7.826472,8.769189,8.656880,8.917508,9.565416,9.455245,9.805597,9.641102,9.706412,9.262062,9.190649,9.229713,8.537858,8.225654,7.820673,7.490158,6.676840,6.274606,5.405744,4.376965,3.886227,3.200476,1.942808,1.213111,0.475173,-0.193487,-1.287271,-1.771599,-2.890408,-3.418683,-4.136479,-4.897000,-6.038392,-6.257210,-6.948759,-7.471236,-8.390149,-8.589434,-9.089022,-9.321879,-9.573962,-9.849849,-9.761345,-9.616382,-9.730522,-9.363994,-9.147618,-8.875698,-8.592181,-8.512528,-7.594226,-7.178564,-6.907559,-5.782037,-5.075533,-4.471572,-3.903928,-3.055513,-2.266915,-1.383709,-0.353099,0.193182,1.141697,1.939451,2.657857,3.448286,4.151433,5.175024,5.673086,6.179693,7.342753,7.820673,7.843257,8.782922,8.817713,9.040803,9.144566,9.776910,9.546495,9.848018,
8.232978,8.748436,9.020661,9.220252,9.146702,9.759819,9.687796,9.645375,9.453413,9.202551,9.207739,9.042329,8.861660,7.971740,8.055971,7.486496,6.378674,6.044496,5.142064,4.504532,3.746147,2.998749,1.948302,1.631825,0.429090,-0.214850,-1.342814,-2.238533,-3.001495,-3.700980,-4.359569,-5.225990,-5.981017,-6.601764,-7.023225,-7.740715,-8.132267,-8.475295,-8.819544,-9.378338,-9.385968,-9.630421,-9.389019,-9.629200,-9.420148,-9.262673,-9.060335,-8.706931,-8.496353,-8.346202,-7.656484,-7.491684,-6.669210,-5.935240,-5.605640,-4.702597,-4.052248,-3.032624,-2.081668,-1.103244,-0.321055,0.316172,0.985137,1.950438,2.660909,3.543809,4.492630,5.211341,5.904111,6.237983,7.112949,7.774590,8.362682,8.804590,8.660848,9.233375,9.418928,9.463790,9.447615,9.448836,
7.983947,8.272347,8.716086,8.929716,9.602039,9.862667,9.814753,9.696951,9.412519,9.544664,9.407941,9.242225,8.513443,7.963195,7.767571,7.520981,6.667074,5.852229,5.075228,4.613178,4.049806,3.003937,2.415540,1.315653,0.335093,-0.236518,-1.265908,-1.996216,-2.856838,-3.802301,-4.670858,-5.154576,-6.030457,-6.611225,-7.249062,-7.415998,-7.976623,-8.597369,-8.915372,-9.018830,-9.302957,-9.821162,-9.511093,-9.884335,-9.504990,-9.708548,-9.032868,-8.955962,-8.659932,-7.968078,-7.556688,-7.383648,-6.519669,-6.044496,-5.297403,-4.660482,-4.084902,-2.862941,-2.317881,-1.116062,-0.438551,0.073855,1.065706,1.721244,2.867214,3.682058,4.247261,5.084689,6.092715,6.518448,6.830958,7.542039,8.371227,8.471938,8.930631,9.158910,9.560533,9.653310,9.627064,9.756157,
7.891476,8.598895,9.088107,9.055147,9.570910,9.438765,9.980163,9.759514,9.861446,9.547716,9.331950,9.051485,8.496048,7.985473,7.616199,7.354045,6.630146,6.127201,5.435041,4.855800,3.606677,2.981658,2.267220,1.640675,0.434889,-0.290231,-1.243629,-2.041383,-2.596515,-3.509018,-4.492935,-5.272988,-6.046937,-6.609699,-6.935331,-7.725455,-7.968688,-8.424635,-9.149449,-8.981292,-9.344462,-9.669485,-9.666433,-9.722892,-9.692679,-9.385357,-9.394818,-9.287698,-8.717002,-8.381298,-7.567980,-6.989349,-6.785180,-5.938902,-5.244606,-4.719993,-3.907590,-2.735069,-2.090518,-1.431928,-0.805689,0.160833,1.120945,1.985229,3.043611,3.456526,4.352245,5.228126,6.008179,6.307260,6.857204,7.784661,7.851497,8.529923,8.909268,9.412214,9.451888,9.892270,9.663076,9.578845,
8.097781,8.793603,9.059114,9.473251,9.292276,9.364299,9.973754,9.807123,9.846797,9.766228,9.435408,9.146702,8.449049,8.312937,7.997070,6.943876,6.561174,6.081118,5.304727,4.627522,4.101382,3.073519,2.297739,1.367840,0.414136,-0.537126,-1.071810,-2.142399,-3.048494,-3.543504,-4.638203,-4.998321,-5.810724,-6.563616,-7.064119,-7.880795,-8.204596,-8.475295,-9.148534,-9.241920,-9.411908,-9.378338,-9.527268,-9.882199,-9.703360,-9.338054,-9.392987,-9.020051,-8.746605,-8.055361,-7.761467,-7.052522,-6.566668,-6.121097,-5.119480,-4.720908,-3.833125,-2.817774,-2.375256,-1.282388,-0.260933,0.484634,1.445662,1.800287,2.587664,3.568834,4.221931,5.241554,6.119572,6.391491,7.249062,7.675405,8.254646,8.318735,9.094821,9.343547,9.712210,9.316080,9.768059,9.423505,
7.852107,8.804285,9.104282,9.002350,9.180273,9.392071,9.956664,9.899289,9.358806,9.724113,9.063997,8.732871,8.824732,7.984252,7.614673,7.121799,6.535539,6.183660,5.395062,4.439833,3.867000,3.271889,1.947386,1.518601,0.375683,-0.594195,-0.981475,-1.962035,-2.952971,-3.690298,-4.536271,-4.899442,-5.845515,-6.607562,-6.913968,-7.402264,-7.855464,-8.441725,-9.217505,-8.941923,-9.512619,-9.430219,-9.727165,-9.419843,-9.495529,-9.298074,-9.214148,-8.847316,-8.896451,-8.252815,-7.630238,-7.049776,-6.365551,-5.893429,-5.197913,-4.492325,-3.605457,-3.184606,-2.031312,-1.444136,-0.804773,0.241401,1.469771,2.221137,2.702719,3.502609,4.524369,5.166784,5.569933,6.734519,6.935026,7.372051,8.075198,8.849147,9.176000,8.931852,9.673147,9.724113,9.963073,9.769890,
8.283639,8.336131,9.226661,9.077425,9.598376,9.425336,9.636830,9.656667,9.705191,9.190649,9.229713,9.220557,8.861660,8.476211,7.456893,7.267067,6.783959,5.836360,5.419172,4.796289,3.662221,2.895901,2.078921,1.250649,0.616474,-0.058596,-1.263161,-2.185125,-2.788781,-3.919187,-4.257027,-5.422529,-5.844905,-6.367992,-7.285684,-7.842952,-8.393200,-8.314768,-8.765221,-9.312418,-9.386578,-9.313334,-9.683523,-9.838862,-9.490341,-9.408246,-9.012116,-8.966033,-8.408460,-8.154546,-7.515183,-6.915494,-6.508988,-5.681326,-5.383770,-4.377880,-3.825800,-3.140049,-2.228462,-1.164281,-0.625935,0.391552,1.331523,2.176275,2.572710,3.399457,4.553667,4.962310,5.552843,6.550798,7.090060,7.493515,8.026063,8.675497,9.005707,9.460433,9.553209,9.653920,9.854122,9.945677,
7.977844,8.727073,8.731651,9.025849,9.434187,9.594104,9.844050,9.534288,9.687796,9.454939,9.383526,8.898587,8.760949,8.379162,7.570727,7.181921,6.867580,5.848262,5.068514,4.467299,4.044923,3.065584,2.350230,1.531724,0.802026,-0.231941,-1.292459,-2.041383,-2.597430,-3.712577,-4.136479,-5.015412,-6.095462,-6.689352,-7.127903,-7.913755,-8.415174,-8.308969,-8.928190,-9.397870,-9.329508,-9.845576,-9.623402,-9.613330,-9.596850,-9.546800,-9.131138,-8.999603,-8.843959,-8.383129,-7.628712,-6.967986,-6.773888,-5.759453,-5.434736,-4.560076,-3.776055,-2.942595,-2.471084,-1.086764,-0.326548,0.133366,1.053804,2.141484,2.737815,3.532823,4.408094,5.178381,6.085391,6.781518,7.310709,7.393719,8.413648,8.773461,8.977935,9.392071,9.633473,9.857173,9.604785,9.401837,
8.150884,8.822291,9.002655,9.140904,9.475082,9.729301,9.903562,9.699087,9.576403,9.201025,8.992584,9.010895,8.860744,8.272347,8.037355,7.167272,6.653951,6.111637,4.986724,4.764855,3.947569,3.176977,2.192145,1.615345,0.340892,-0.446181,-0.954619,-2.231513,-2.808618,-3.787957,-4.401685,-4.853359,-5.904416,-6.558123,-7.361064,-7.609790,-8.068789,-8.788110,-9.197363,-8.982818,-9.219031,-9.499802,-9.609668,-9.513535,-9.437239,-9.254738,-9.131138,-9.123203,-8.908048,-7.928709,-7.681204,-7.233497,-6.613056,-6.175726,-5.187841,-4.386731,-4.045534,-3.131504,-2.023377,-1.374859,-0.745567,0.579852,0.917997,1.816462,3.068941,3.783685,4.163335,5.232398,5.785394,6.567888,7.190161,7.637257,8.312326,8.412427,9.201636,9.243446,9.431440,9.773858,9.713736,9.587085,
8.224433,8.648946,9.075594,8.958403,9.183935,9.438154,9.812922,9.502243,9.684133,9.382611,9.113437,9.029817,8.811609,8.398694,7.547227,7.496567,6.691183,5.674612,5.345622,4.817652,4.051943,2.777490,2.380444,1.515244,0.560015,-0.388806,-1.469466,-1.851558,-2.664266,-3.624989,-4.195990,-5.163121,-5.622120,-6.629231,-6.902982,-7.533494,-8.077029,-8.389233,-8.841823,-9.116489,-9.340190,-9.729301,-9.763482,-9.529405,-9.771111,-9.458602,-9.213843,-8.789026,-8.875088,-8.274789,-7.704398,-7.371441,-6.579180,-6.077456,-5.382244,-4.694357,-3.754692,-3.250526,-1.934263,-1.038240,-0.785546,0.631733,1.239357,1.998047,3.142491,3.715629,4.247261,5.283364,5.844600,6.328928,7.292703,7.674490,8.340403,8.832972,8.676107,9.261147,9.277322,9.407941,9.588000,9.823603,
7.917722,8.302561,9.201331,9.149754,9.672231,9.507431,9.835505,9.611194,9.550768,9.723807,9.366741,9.169897,8.497269,7.969298,7.845698,6.989349,6.463210,6.208075,5.417035,4.328135,3.503525,2.763451,2.280038,1.340068,0.350047,-0.140690,-1.193579,-1.851558,-3.099765,-3.639027,-4.387036,-5.175329,-6.029237,-6.504105,-6.914579,-7.609790,-8.030641,-8.779260,-8.641621,-9.327982,-9.369488,-9.584948,-9.754631,-9.474471,-9.332255,-9.428083,-9.274880,-9.137547,-8.713645,-8.436232,-7.933287,-7.205420,-6.596881,-6.056093,-5.393536,-4.685812,-3.476363,-3.238014,-1.941282,-1.568346,-0.289926,0.553911,1.152074,1.787469,2.983184,3.674734,4.482253,5.045930,5.799432,6.235237,7.372662,7.689444,7.940306,8.605914,9.025849,9.123814,9.448531,9.754326,9.555345,9.711295,
8.077334,8.866848,8.857387,9.087191,9.244362,9.461959,9.781487,9.740593,9.904172,9.302957,9.073153,8.754540,8.614460,7.912229,7.839900,7.019257,6.465041,5.882138,5.409406,4.437391,3.998535,3.019196,1.903134,1.491440,0.680868,-0.412305,-1.360820,-2.340770,-2.835475,-3.667409,-4.434034,-4.889981,-5.709403,-6.547441,-6.977447,-7.600024,-7.917722,-8.601337,-8.971221,-9.007843,-9.517808,-9.328288,-9.597461,-9.675283,-9.725333,-9.506516,-9.295328,-8.745994,-8.850673,-8.073977,-7.698294,-7.409894,-6.855983,-6.095767,-5.445418,-4.253059,-3.980834,-3.245033,-1.986450,-1.380047,-0.199896,0.467238,1.416364,2.114933,2.827540,3.879208,4.376659,5.036470,5.958434,6.446120,7.155980,7.746513,7.852718,8.546403,8.800623,9.314554,9.583422,9.600513,9.434187,9.565722,
8.438978,8.651997,8.670919,9.393902,9.683523,9.590747,9.578539,9.494613,9.351482,9.598987,9.332255,9.069796,8.673666,7.926878,7.626881,7.345195,6.855373,5.662099,5.173193,4.668111,3.723563,2.903836,1.982788,1.344035,0.194098,-0.587786,-1.042512,-2.105472,-2.591937,-3.791314,-4.616535,-5.030671,-6.117130,-6.494644,-7.372356,-7.964721,-8.269601,-8.565935,-8.761864,-9.138157,-9.710074,-9.854427,-9.451277,-9.667348,-9.772942,-9.636525,-9.415876,-8.793298,-8.757286,-8.443861,-7.841731,-7.455977,-6.758324,-5.799127,-5.025788,-4.575945,-3.894772,-2.694174,-1.994079,-1.333964,-0.494095,0.660421,1.355327,2.174749,2.707297,3.579516,4.279000,5.019990,5.787835,6.596576,6.970122,7.864315,8.026063,8.478042,8.980377,9.253212,9.684744,9.820856,9.475387,9.582507,
7.864620,8.690756,9.085971,9.506516,9.173254,9.661855,9.566332,9.521470,9.340495,9.288308,9.259926,8.737754,8.703269,8.246101,7.953124,7.397687,6.736045,5.859859,5.514695,4.570147,3.521531,3.208106,2.190008,1.153905,0.314951,-0.125431,-1.322977,-1.922666,-2.944426,-3.768426,-4.219794,-5.471358,-6.034730,-6.378368,-6.856594,-7.464522,-7.909787,-8.283639,-8.937346,-9.480880,-9.667653,-9.578234,-9.925840,-9.851375,-9.378338,-9.189123,-9.478439,-8.684042,-8.626362,-8.349254,-7.808466,-7.041536,-6.518448,-6.003906,-4.976959,-4.458449,-4.012268,-2.784509,-2.025208,-1.079134,-0.328990,0.123295,1.244545,2.207404,2.895291,3.775750,4.731590,5.338298,6.156804,6.796472,7.328410,7.570727,7.868587,8.394116,8.929716,9.215979,9.616688,9.339274,9.548326,9.421979,
8.367260,8.363292,8.907132,8.980377,9.742119,9.908444,9.889523,9.857479,9.556871,9.330729,9.519333,8.935820,8.864406,8.104801,7.755669,7.231971,6.335643,5.809809,5.375225,4.487442,3.654592,2.862941,2.375256,1.239357,0.482192,-0.322581,-1.363872,-2.338328,-2.760094,-3.677175,-4.562822,-5.387432,-5.743889,-6.535539,-6.875820,-7.592090,-8.266854,-8.550371,-8.666646,-9.059420,-9.524522,-9.881588,-9.933775,-9.722892,-9.362774,-9.583117,-9.183325,-8.847926,-8.574175,-8.023011,-7.556993,-7.319864,-6.780602,-5.658437,-5.211951,-4.293039,-3.963439,-2.805567,-1.867122,-1.085238,-0.603961,0.672018,1.277505,2.102725,2.915433,3.514817,4.337291,4.951018,6.080203,6.721397,7.048555,7.881405,8.327891,8.471633,8.660543,9.334696,9.676504,9.383831,9.814447,9.669485,
7.985778,8.770714,8.974273,9.063692,9.538865,9.603565,9.971923,9.700308,9.801019,9.745170,9.397565,8.972442,8.325755,7.916501,7.839900,7.302774,6.483047,6.042665,5.507370,4.732505,3.880428,2.915433,2.042604,1.155736,0.623798,-0.343638,-1.328776,-2.093570,-2.724082,-3.544115,-4.722434,-5.279092,-5.749992,-6.631367,-7.290872,-7.396771,-7.899411,-8.572039,-8.889126,-9.386883,-9.749748,-9.336528,-9.613330,-9.895932,-9.589526,-9.709464,-9.214148,-9.165319,-8.565935,-8.150884,-7.486496,-6.926786,-6.744591,-5.644704,-5.240028,-4.483779,-3.940550,-2.762841,-2.158879,-1.064791,-0.285958,0.126957,1.038545,1.775262,2.817774,3.865169,4.635151,5.411237,5.792413,6.586505,6.927396,7.473983,8.364513,8.847011,8.908353,9.373150,9.468978,9.659719,9.601428,9.808649,
